Site,PTR40-0913,PTC70-0617,TTH47-20171120,TTY70-20170706,TTR83-1202,NTH71-0913,PTS52-0729,PD10_ZZM_TTC33-20170512,TTC1-20171208,TTC92-0729,TTR156-0913,TTR168-0913,TTR47-0617,TTR102-0913,NTC34-1010,PTH38-20171219,TTY31-0913,PTC20-20171120,TTY21-20170706,NTH11-20171219,TTY65-1011,TTH23-0616P,TTH102-20171120,TTC160-0617,PTR53-0616A,PTH23-0729,TTC21-20170706,PTR62-1011,TTC176-0617,TTY21-0616A,NTH-30-0617,TTR43-1010,NTC55-1202,PD10_ZZM_TTH4-0616A,PTR57-1010,NTS33-0729,TTR12-0617,TTH80-0913,TTR61-0617,PTR45-1011,PTC19-1010,TTC70-1202,PD10_ZZM_LNTC34-0512,TTC150-0616A,NTC15-0913,TTC267-1011,PTH66-0729,PD10_ZZM_TTC9-20170512,NTC81-0729,TTY42-20171120,PTC40-20171120,NTS-49-0617,NTC5-1010,TTR133-0616A,TTY91-1202,NTY56-1202,TTH149-0913,PTY2-20171120,PTH81-0913,TTR108-1010,TTC51-0913,PD10_ZZM_PTC68-20171208,NTH94-0729,PTC78-0913,PTS74-0729,TTH96-20171120,TTS56-0617,PTR108-0617,PTH6-20171120,PTC91-20171120,TTC145-0729,PTR56-0913,PTS25-0729,TTR20-0617,TTC30-20171219,PTC31-1010,TTR78-0617,PTC49-0913,TTC157-20171120,TTR48-1010,start,end
22_20568631_20582610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,97.0,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,22_20568631,22_20582610
22_20575232_20582610,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,10.0,,,,15.0,,62.0,,,,,,22_20575232,22_20582610
22_23700845_23705428,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,22_23700845,22_23705428
22_23695517_23705428,30.0,,,,,38.0,,,24.0,,,18.0,,,21.0,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,19.0,,,22_23695517,22_23705428
22_23791894_23793558,,18.0,,,,,,,,,,,,67.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,58.0,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,14.0,22_23791894,22_23793558
22_23791867_23793558,,,,11.0,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,22_23791867,22_23793558
22_24270983_24302194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,34.0,,,,,,,,,22_24270983,22_24302194
22_24276803_24302194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,27.0,,,,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,,,,22_24276803,22_24302194
22_24427726_24433130,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_24427726,22_24433130
22_24427746_24433130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_24427746,22_24433130
22_25448284_25455711,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,27.0,,,,22_25448284,22_25455711
22_25453434_25455711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,22_25453434,22_25455711
22_26663398_26665530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,216.0,,,,,,,,,,,,,,,,,,,,,,46.0,,45.0,,,,,,,,11.0,,,,,22_26663398,22_26665530
22_26663509_26665530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_26663509,22_26665530
22_26667310_26668157,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,89.0,,,26.0,,,,,,,,,,,,45.0,33.0,,,,,,,,,,42.0,,,,,,,,,,,,,45.0,,,,,,,,12.0,,34.0,,,22_26667310,22_26668157
22_26666937_26668157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,,22_26666937,22_26668157
22_29288786_29292136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_29288786,22_29292136
22_29291599_29292136,,,,,51.0,,,,,,,22.0,,,36.0,91.0,,71.0,,85.0,113.0,,78.0,,,,,,,,,,,206.0,,,,,,32.0,41.0,49.0,,,126.0,281.0,,,,,,,,,,35.0,,,,,,,,44.0,,,,,11.0,,,34.0,,,,,,48.0,96.0,,22_29291599,22_29292136
22_29767548_29769677,58.0,,97.0,,,,,11.0,,,36.0,15.0,,119.0,14.0,,10.0,,,,,14.0,,,,15.0,,,,,,22.0,,,10.0,38.0,43.0,13.0,,15.0,,,,13.0,,,,,52.0,,,12.0,67.0,,,29.0,,37.0,,32.0,16.0,,,,14.0,,,,45.0,,,53.0,39.0,20.0,,66.0,,64.0,38.0,,22_29767548,22_29769677
22_29767607_29769677,,,,,,,,,,,,22.0,,,,,,,20.0,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,28.0,,,,,,,22_29767607,22_29769677
22_29834550_29838177,,,,15.0,,,,,,,,,,,25.0,,,,,,,,,,19.0,,,,,,,,,11.0,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_29834550,22_29838177
22_29832342_29838177,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_29832342,22_29838177
22_31289393_31289498,35.0,,120.0,26.0,74.0,,43.0,,338.0,,,,178.0,180.0,31.0,,,,22.0,,16.0,176.0,22.0,418.0,80.0,,,24.0,176.0,12.0,17.0,31.0,60.0,73.0,123.0,,,,19.0,33.0,65.0,,53.0,,,205.0,,129.0,,,88.0,40.0,67.0,69.0,74.0,60.0,,36.0,49.0,154.0,,193.0,,55.0,14.0,,,,,23.0,,83.0,104.0,47.0,639.0,48.0,,,25.0,18.0,22_31289393,22_31289498
22_31283288_31289498,,,,7.0,,,,,,,,18.0,,15.0,,,,,,,,,,,,,,,,1.0,,21.0,,,,,,12.0,,,,,,,,37.0,,,,,,,,,26.0,,,,,47.0,,,,,,,,,,,,,,8.0,,,,,21.0,,22_31283288,22_31289498
22_31528863_31546860,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_31528863,22_31546860
22_31531129_31546860,,,,,19.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,22_31531129,22_31546860
22_32475398_32478980,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,11.0,,,36.0,,,,,,19.0,,,,,,,74.0,,,,,,,,,,,,,,,,,28.0,,,,35.0,,,,,,,,,,,,,,,22_32475398,22_32478980
22_32475124_32478980,,,75.0,,,,,,,,,,,,,,195.0,75.0,,,,,35.0,,,15.0,,,,14.0,,,,,,,,,,,,,,,,,,66.0,,,,,,,33.0,,,,,,,,,,,,,,,,,11.0,,,,,,,11.0,,22_32475124,22_32478980
22_36149371_36160668,,,,,,,,,,,,,,,,,,31.0,,,12.0,,,,,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_36149371,22_36160668
22_36149142_36160668,19.0,,,,,,,,,,52.0,14.0,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_36149142,22_36160668
22_37226038_37226670,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,22_37226038,22_37226670
22_37226039_37226670,88.0,,283.0,69.0,51.0,218.0,,65.0,,,104.0,82.0,,128.0,250.0,422.0,179.0,127.0,17.0,27.0,231.0,145.0,99.0,256.0,215.0,,80.0,90.0,154.0,41.0,17.0,215.0,38.0,211.0,118.0,,70.0,120.0,42.0,444.0,181.0,121.0,161.0,177.0,246.0,364.0,91.0,,,102.0,200.0,,136.0,219.0,61.0,126.0,89.0,155.0,77.0,29.0,195.0,144.0,,34.0,,61.0,12.0,99.0,73.0,108.0,31.0,251.0,146.0,25.0,,,55.0,209.0,170.0,178.0,22_37226039,22_37226670
22_38752665_38755762,,,,,,,,,,,,,,,,,,,,,,16.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,33.0,,,,22_38752665,22_38755762
22_38754706_38755762,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,22_38754706,22_38755762
22_39079085_39080932,1.0,,,,70.0,310.0,,98.0,,,48.0,,,49.0,75.0,,69.0,96.0,,,158.0,,192.0,156.0,,,93.0,,,30.0,,98.0,,,,,,354.0,,39.0,136.0,103.0,131.0,108.0,,69.0,,,,,,11.0,154.0,,12.0,,,,,73.0,8.0,,,68.0,,101.0,,83.0,,22.0,,,,20.0,,,42.0,,126.0,35.0,22_39079085,22_39080932
22_39077378_39080932,35.0,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,15.0,87.0,,,,,,,52.0,,,,,,,,,,,74.0,,22_39077378,22_39080932
22_39087126_39087406,34.0,,,,61.0,188.0,,61.0,,39.0,46.0,,,38.0,128.0,,,61.0,,,143.0,19.0,170.0,189.0,,,70.0,,,14.0,,137.0,13.0,,,,,205.0,,48.0,113.0,120.0,167.0,97.0,,56.0,,,,,,15.0,160.0,,24.0,,,,,77.0,336.0,,,54.0,,93.0,,181.0,,10.0,,,,34.0,,,,,155.0,50.0,22_39087126,22_39087406
22_38962213_39087406,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_38962213,22_39087406
22_39313729_39314106,107.0,528.0,1079.0,35.0,145.0,241.0,276.0,84.0,,,804.0,318.0,684.0,296.0,792.0,402.0,1009.0,512.0,190.0,306.0,243.0,817.0,218.0,766.0,1207.0,106.0,338.0,759.0,,448.0,205.0,396.0,443.0,1878.0,444.0,44.0,280.0,109.0,603.0,521.0,359.0,46.0,,775.0,596.0,386.0,59.0,,71.0,196.0,592.0,272.0,636.0,1100.0,225.0,55.0,453.0,484.0,741.0,222.0,284.0,804.0,259.0,1346.0,86.0,248.0,185.0,227.0,659.0,86.0,283.0,105.0,275.0,438.0,1552.0,832.0,334.0,715.0,117.0,281.0,22_39313729,22_39314106
22_39313310_39314106,,,,,,64.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,54.0,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,,,,,22_39313310,22_39314106
22_39318592_39319594,27.0,31.0,227.0,11.0,12.0,99.0,15.0,28.0,,,207.0,54.0,160.0,82.0,203.0,98.0,238.0,86.0,40.0,75.0,17.0,173.0,22.0,176.0,225.0,,116.0,140.0,,124.0,,63.0,32.0,523.0,113.0,,55.0,30.0,96.0,112.0,89.0,,,209.0,144.0,91.0,,,,31.0,23.0,13.0,154.0,207.0,,,109.0,97.0,216.0,61.0,64.0,173.0,,320.0,,,19.0,53.0,72.0,,68.0,17.0,20.0,99.0,408.0,206.0,78.0,151.0,27.0,74.0,22_39318592,22_39319594
22_39318566_39319594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,11.0,,,,,,,,,,,,22_39318566,22_39319594
22_40156182_40246014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,16.0,27.0,,43.0,,,,,,,,,,11.0,,14.0,,,24.0,,,,,,23.0,,,22_40156182,22_40246014
22_40178140_40246014,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_40178140,22_40246014
22_40400813_40402138,,,,,,,,,,,,,25.0,,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_40400813,22_40402138
22_40401675_40402138,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,41.0,,,,17.0,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,22_40401675,22_40402138
22_40594735_40636477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,25.0,,,,,,,,22_40594735,22_40636477
22_40552367_40636477,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,22_40552367,22_40636477
22_41781845_41793828,,,,,,,,,,,,,,,,,,78.0,,,,82.0,,,71.0,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,106.0,,,,,,,,,22_41781845,22_41793828
22_41784783_41793828,,,,,,,,,,,,26.0,161.0,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,42.0,,,,,,,,,22_41784783,22_41793828
22_41784420_41793828,,,,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,26.0,22_41784420,22_41793828
22_42576609_42576980,,,,,,33.0,,,,,,35.0,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,56.0,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,23.0,22_42576609,22_42576980
22_42514779_42576980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,10.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,2.0,22_42514779,22_42576980
22_43159420_43161051,95.0,,,33.0,,,,,,,36.0,21.0,39.0,,,,,,25.0,,11.0,,58.0,57.0,136.0,,,48.0,,69.0,,142.0,,58.0,,,,73.0,62.0,14.0,77.0,,,,230.0,32.0,,,,,,18.0,54.0,48.0,26.0,29.0,48.0,208.0,,112.0,77.0,,,31.0,,91.0,35.0,,,,,128.0,,,,54.0,,91.0,94.0,82.0,22_43159420,22_43161051
22_43151604_43161051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_43151604,22_43161051
22_45328063_45328309,2.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,22_45328063,22_45328309
22_45328145_45328309,23.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,23.0,,,,,,,,,22_45328145,22_45328309
22_46337944_46346421,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,22_46337944,22_46346421
22_46343368_46346421,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,63.0,,,,,,,,,,,22_46343368,22_46346421
22_50185976_50193026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,22_50185976,22_50193026
22_50190648_50193026,,,,,,,,,9.0,,,,,,,,,,,,10.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_50190648,22_50193026
22_50186001_50193026,,,,,,,,,10.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22_50186001,22_50193026
2_101004283_101005958,290.0,182.0,166.0,13.0,,15.0,101.0,137.0,97.0,11.0,449.0,129.0,41.0,100.0,413.0,125.0,151.0,36.0,49.0,138.0,65.0,353.0,96.0,46.0,86.0,173.0,19.0,244.0,,558.0,192.0,83.0,126.0,176.0,129.0,63.0,234.0,177.0,384.0,181.0,407.0,134.0,55.0,122.0,642.0,223.0,249.0,33.0,119.0,31.0,22.0,127.0,119.0,62.0,35.0,76.0,299.0,270.0,378.0,,195.0,340.0,273.0,512.0,258.0,113.0,83.0,26.0,227.0,55.0,,559.0,241.0,413.0,132.0,474.0,19.0,339.0,107.0,51.0,2_101004283,2_101005958
2_101004308_101005958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_101004308,2_101005958
2_10396920_10419733,14.0,,42.0,24.0,,,,,,,,14.0,,,,,,,,,,,,59.0,56.0,,,,,,,8.0,,,,,13.0,,,31.0,18.0,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,42.0,,,2_10396920,2_10419733
2_10408734_10419733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0,,,,,,2_10408734,2_10419733
2_106164784_106166055,,,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,12.0,,20.0,,,,,,,,,,,,,,,,,,,,,2_106164784,2_106166055
2_106164799_106166055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,2_106164799,2_106166055
2_108449280_108449632,,13.0,15.0,,,,,20.0,,,,12.0,,,22.0,,13.0,,,,,,23.0,,,49.0,,,,,,,,,,,,,,,32.0,,14.0,,,,,17.0,,,,,,,14.0,,,,,10.0,,11.0,,,,,,24.0,8.0,,,25.0,10.0,,,,,,,,2_108449280,2_108449632
2_108449289_108449632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,11.0,,,,,,,,2_108449289,2_108449632
2_108469084_108469650,,22.0,,,62.0,,,91.0,,,,112.0,,,84.0,,,,,,33.0,,79.0,,,,,,,,,16.0,30.0,,23.0,,,,,94.0,158.0,33.0,107.0,,,17.0,,126.0,,52.0,,,,,85.0,,,47.0,,,,,,,,,,84.0,165.0,,45.0,48.0,26.0,,,,,47.0,14.0,46.0,2_108469084,2_108469650
2_108469332_108469650,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_108469332,2_108469650
2_108534594_108659604,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_108534594,2_108659604
2_108621461_108659604,,,92.0,,,,,,,,31.0,,,,,,,45.0,,,20.0,,,,,,,,,,,,,,,,16.0,,25.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,2_108621461,2_108659604
2_111367575_111494884,,,,15.0,13.0,,,,,,,33.0,,,27.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,31.0,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_111367575,2_111494884
2_111429620_111494884,50.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,28.0,,44.0,,,9.0,,,15.0,,,,,,,,,,,,,,,,,,15.0,,,,,,50.0,2_111429620,2_111494884
2_11175009_11177736,,,,,,,,,,,,,,,,,,85.0,,,,,30.0,,,,,,,38.0,,,,,,,,,52.0,,,21.0,,,152.0,,,,,,,,,,47.0,61.0,,,,,,90.0,,,12.0,,,,,,,87.0,,,,,,75.0,39.0,,2_11175009,2_11177736
2_11172045_11177736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,2_11172045,2_11177736
2_112182018_112182790,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,2_112182018,2_112182790
2_112181876_112182790,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_112181876,2_112182790
2_112652947_112657121,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,,,2_112652947,2_112657121
2_112652798_112657121,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,108.0,15.0,,,,,,,15.0,,90.0,,,,,,,,,,,,,31.0,,,31.0,,,,,,,,50.0,,,,,,23.0,,,,30.0,,,2_112652798,2_112657121
2_113438022_113441350,,,,13.0,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,2_113438022,2_113441350
2_113439117_113441350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,2_113439117,2_113441350
2_126690311_126693863,8.0,,47.0,,46.0,,,67.0,,,,,,,,,,,,,37.0,,14.0,,,,,,13.0,,46.0,32.0,,1.0,38.0,,,61.0,,,,26.0,,,,,,35.0,,,52.0,,,,34.0,,33.0,,,21.0,,,32.0,29.0,,,,,,32.0,,,,,,57.0,,,26.0,,2_126690311,2_126693863
2_126656312_126693863,4.0,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,25.0,,,,,,,,,,,,,15.0,,,,,,15.0,2_126656312,2_126693863
2_127051243_127059010,26.0,,,21.0,,,,,20.0,,,13.0,,53.0,,,,23.0,,,,89.0,,,,,,,,,,,,,,,,,,,,,25.0,,,4.0,,,,,,,,40.0,17.0,,,,20.0,31.0,,,,22.0,,,,,,,,19.0,,,,,,,,34.0,2_127051243,2_127059010
2_127050912_127059010,,,,,,,,,,,,,,,53.0,,,5.0,,,23.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,9.0,51.0,,,40.0,,,,,,25.0,,,,10.0,,,,,,,2_127050912,2_127059010
2_127057601_127059010,,,,,,,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,,,,45.0,,,,,,,,42.0,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,30.0,,,,,,,,2_127057601,2_127059010
2_134946146_134947735,,,,,,,,,,,,,,,,,,,,,,89.0,,184.0,,20.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,48.0,71.0,,,,,,,,,126.0,,,,,,,,,,89.0,,2_134946146,2_134947735
2_134946465_134947735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,,,,,,,,,,2_134946465,2_134947735
2_135616757_135621493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_135616757,2_135621493
2_135605016_135621493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,108.0,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,2_135605016,2_135621493
2_143228668_143250510,52.0,,290.0,,61.0,,,34.0,,,,186.0,79.0,114.0,80.0,,50.0,72.0,,,129.0,31.0,86.0,45.0,3.0,,63.0,106.0,,23.0,,103.0,,90.0,38.0,,,,54.0,87.0,36.0,72.0,45.0,213.0,,143.0,78.0,,,231.0,,6.0,11.0,166.0,21.0,13.0,,,56.0,56.0,,,,39.0,,,,,97.0,109.0,,46.0,,57.0,,67.0,,14.0,49.0,,2_143228668,2_143250510
2_143247404_143250510,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,,,,11.0,,,,135.0,25.0,,11.0,,43.0,,,,,,72.0,,,,25.0,,,34.0,,9.0,,,,,,,,,,16.0,28.0,,,,,,,,,,,,,,,,2_143247404,2_143250510
2_152663967_152664137,,,73.0,,,,,,,24.0,51.0,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,121.0,,102.0,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,2_152663967,2_152664137
2_152663979_152664137,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,1.0,,,,,,,,,,,12.0,,,,,26.0,,,,,,,,,,,,,,,,,,,,,2_152663979,2_152664137
2_152679109_152679351,,73.0,,,,,,,,,61.0,,,29.0,,,,,13.0,61.0,67.0,,,,,,106.0,,,,,50.0,,,,,,,,20.0,,,120.0,313.0,,185.0,,,,,122.0,,87.0,78.0,,26.0,,,32.0,60.0,,,,46.0,,69.0,,,,,,,,,,,,51.0,62.0,,2_152679109,2_152679351
2_152677475_152679351,,,90.0,,78.0,,,,,,,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,2_152677475,2_152679351
2_159448409_159478574,,,,,,,,,,,,,,,,,,,,,,,,155.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,2_159448409,2_159478574
